dateTime,temperature,pressure,humidity,altitude
2020-08-22 09:03:45.582024,27.22,69670.00,53.00,3049.31
2020-08-22 09:03:55.609064,27.23,69671.00,53.00,3049.20
2020-08-22 09:04:05.651429,27.19,69667.00,53.00,3049.65
2020-08-22 09:04:15.677965,27.19,69666.00,53.00,3049.76
2020-08-22 09:04:25.720413,27.18,69664.00,53.00,3049.99
2020-08-22 09:04:35.747386,27.18,69664.00,53.00,3049.99
2020-08-22 09:04:45.774466,27.18,69665.00,53.00,3049.88
2020-08-22 09:04:55.816830,27.17,69663.00,53.00,3050.10
2020-08-22 09:05:05.843920,27.16,69664.00,53.00,3049.99
2020-08-22 09:05:15.886328,27.15,69660.00,53.00,3050.44
2020-08-22 09:05:25.913309,27.13,69658.00,53.00,3050.67
2020-08-22 09:05:35.955785,27.11,69658.00,53.00,3050.67
2020-08-22 09:05:45.982855,27.09,69653.00,53.00,3051.23
2020-08-22 09:05:56.009776,27.06,69652.00,54.00,3051.34
2020-08-22 09:06:06.052161,27.05,69650.00,54.00,3051.57
2020-08-22 09:06:16.078812,27.05,69652.00,54.00,3051.34
2020-08-22 09:06:26.136975,27.04,69650.00,54.00,3051.57
2020-08-22 09:06:36.163889,27.04,69650.00,54.00,3051.57
2020-08-22 09:06:46.190932,27.04,69650.00,54.00,3051.57
2020-08-22 09:06:56.233368,27.05,69650.00,54.00,3051.57
2020-08-22 09:07:06.260378,27.04,69648.00,54.00,3051.79
2020-08-22 09:07:16.287302,27.02,69646.00,54.00,3052.02
2020-08-22 09:07:26.329691,27.00,69647.00,54.00,3051.91
2020-08-22 09:07:36.356673,27.00,69644.00,54.00,3052.24
2020-08-22 09:07:46.399547,26.97,69643.00,54.00,3052.36
2020-08-22 09:07:56.441920,26.96,69640.00,54.00,3052.70
2020-08-22 09:08:06.468578,26.96,69640.00,54.00,3052.70
2020-08-22 09:08:16.511252,26.94,69640.00,54.00,3052.70
2020-08-22 09:08:26.554015,26.94,69639.00,54.00,3052.81
2020-08-22 09:08:36.596440,26.96,69641.00,54.00,3052.58
2020-08-22 09:08:46.623436,26.96,69641.00,54.00,3052.58
2020-08-22 09:08:56.665842,26.94,69638.00,54.00,3052.92
2020-08-22 09:09:06.708774,26.95,69639.00,54.00,3052.81
2020-08-22 09:09:16.735748,26.95,69641.00,54.00,3052.58
2020-08-22 09:09:26.778223,26.97,69643.00,54.00,3052.36
2020-08-22 09:09:36.805298,26.98,69644.00,54.00,3052.24
2020-08-22 09:09:46.848236,26.99,69643.00,54.00,3052.36
2020-08-22 09:09:56.890602,27.00,69646.00,54.00,3052.02
2020-08-22 09:10:06.917399,27.02,69646.00,54.00,3052.02
2020-08-22 09:10:16.959911,27.00,69644.00,54.00,3052.24
2020-08-22 09:10:27.018220,27.01,69645.00,54.00,3052.13
2020-08-22 09:10:37.045135,27.02,69648.00,54.00,3051.79
2020-08-22 09:10:47.088122,27.03,69648.00,54.00,3051.79
2020-08-22 09:10:57.146605,26.99,69643.00,54.00,3052.36
2020-08-22 09:11:07.189330,26.99,69644.00,54.00,3052.24
2020-08-22 09:11:17.232252,27.00,69644.00,54.00,3052.24
2020-08-22 09:11:27.259342,27.00,69645.00,53.00,3052.13
2020-08-22 09:11:37.302312,27.01,69645.00,53.00,3052.13
2020-08-22 09:11:47.345118,27.01,69646.00,53.00,3052.02
2020-08-22 09:11:57.403665,27.02,69648.00,53.00,3051.79
2020-08-22 09:12:07.446605,27.01,69646.00,53.00,3052.02
2020-08-22 09:12:17.489388,27.03,69648.00,53.00,3051.79
2020-08-22 09:12:27.532336,27.03,69648.00,53.00,3051.79
2020-08-22 09:12:37.575257,27.06,69651.00,53.00,3051.46
2020-08-22 09:12:47.633690,27.08,69654.00,53.00,3051.12
2020-08-22 09:12:57.676775,27.09,69654.00,53.00,3051.12
2020-08-22 09:13:07.719654,27.08,69654.00,53.00,3051.12
2020-08-22 09:13:17.762731,27.08,69653.00,53.00,3051.23
2020-08-22 09:13:27.821140,27.07,69651.00,54.00,3051.46
2020-08-22 09:13:37.864024,27.05,69653.00,53.00,3051.23
2020-08-22 09:13:47.906958,27.05,69650.00,53.00,3051.57
2020-08-22 09:13:57.949848,27.06,69652.00,53.00,3051.34
2020-08-22 09:14:07.992622,27.07,69652.00,53.00,3051.34
2020-08-22 09:14:18.035357,27.06,69651.00,53.00,3051.46
2020-08-22 09:14:28.078414,27.05,69650.00,53.00,3051.57
2020-08-22 09:14:38.121273,27.05,69651.00,53.00,3051.46
2020-08-22 09:14:48.164205,27.04,69650.00,53.00,3051.57
2020-08-22 09:14:58.206872,27.05,69650.00,53.00,3051.57
2020-08-22 09:15:08.249773,27.07,69652.00,53.00,3051.34
2020-08-22 09:15:18.292565,27.09,69655.00,53.00,3051.00
2020-08-22 09:15:28.335403,27.10,69656.00,53.00,3050.89
2020-08-22 09:15:38.378395,27.11,69657.00,53.00,3050.78
2020-08-22 09:15:48.421145,27.14,69661.00,53.00,3050.33
2020-08-22 09:15:58.464002,27.14,69660.00,53.00,3050.44
2020-08-22 09:16:08.506614,27.15,69661.00,53.00,3050.33
2020-08-22 09:16:18.549365,27.12,69657.00,53.00,3050.78
2020-08-22 09:16:28.592130,27.14,69661.00,53.00,3050.33
2020-08-22 09:16:38.635035,27.17,69664.00,53.00,3049.99
2020-08-22 09:16:48.677757,27.19,69664.00,53.00,3049.99
2020-08-22 09:16:58.720460,27.19,69666.00,53.00,3049.76
2020-08-22 09:17:08.763344,27.17,69663.00,53.00,3050.10
2020-08-22 09:17:18.806277,27.19,69664.00,53.00,3049.99
2020-08-22 09:17:28.848975,27.21,69668.00,53.00,3049.54
2020-08-22 09:17:38.891918,27.20,69667.00,53.00,3049.65
2020-08-22 09:17:48.934714,27.08,69652.00,53.00,3051.34
2020-08-22 09:17:58.977550,27.07,69652.00,53.00,3051.34
2020-08-22 09:18:09.020339,27.14,69660.00,53.00,3050.44
2020-08-22 09:18:19.062984,27.18,69663.00,53.00,3050.10
2020-08-22 09:18:29.105821,27.21,69669.00,53.00,3049.42
2020-08-22 09:18:39.148685,27.20,69665.00,53.00,3049.88
2020-08-22 09:18:49.191378,27.27,69673.00,53.00,3048.97
2020-08-22 09:18:59.234286,27.30,69677.00,53.00,3048.52
2020-08-22 09:19:09.277053,27.33,69679.00,53.00,3048.30
2020-08-22 09:19:19.335431,27.33,69681.00,53.00,3048.07
2020-08-22 09:19:29.362781,27.30,69676.00,53.00,3048.64
2020-08-22 09:19:39.421055,27.34,69680.00,53.00,3048.18
2020-08-22 09:19:49.463897,27.33,69681.00,53.00,3048.07
2020-08-22 09:19:59.506723,27.31,69679.00,53.00,3048.30
2020-08-22 09:20:09.549236,27.34,69683.00,52.00,3047.85
2020-08-22 09:20:19.592142,27.35,69683.00,53.00,3047.85
2020-08-22 09:20:29.635197,27.34,69681.00,52.00,3048.07
2020-08-22 09:20:39.693556,27.34,69681.00,53.00,3048.07
2020-08-22 09:20:49.720831,27.37,69684.00,53.00,3047.74
2020-08-22 09:20:59.779145,27.38,69685.00,52.00,3047.62
2020-08-22 09:21:09.822001,27.36,69685.00,52.00,3047.62
2020-08-22 09:21:19.864827,27.31,69678.00,53.00,3048.41
2020-08-22 09:21:29.907591,27.27,69672.00,53.00,3049.09
2020-08-22 09:21:39.950506,27.19,69664.00,53.00,3049.99
2020-08-22 09:21:49.993426,27.22,69670.00,53.00,3049.31
2020-08-22 09:22:00.036470,27.26,69673.00,53.00,3048.97
2020-08-22 09:22:10.079015,27.26,69672.00,53.00,3049.09
2020-08-22 09:22:20.121896,27.24,69671.00,53.00,3049.20
2020-08-22 09:22:30.164921,27.21,69667.00,53.00,3049.65
2020-08-22 09:22:40.207830,27.22,69668.00,53.00,3049.54
2020-08-22 09:22:50.250613,27.25,69672.00,53.00,3049.09
2020-08-22 09:23:00.293355,27.26,69673.00,53.00,3048.97
2020-08-22 09:23:10.336176,27.26,69673.00,53.00,3048.97
2020-08-22 09:23:20.378954,27.26,69673.00,53.00,3048.97
2020-08-22 09:23:30.421645,27.28,69673.00,53.00,3048.97
2020-08-22 09:23:40.464490,27.27,69674.00,53.00,3048.86
2020-08-22 09:23:50.507372,27.25,69672.00,53.00,3049.09
2020-08-22 09:24:00.550229,27.25,69672.00,53.00,3049.09
2020-08-22 09:24:10.592722,27.26,69673.00,53.00,3048.97
2020-08-22 09:24:20.635625,27.27,69675.00,53.00,3048.75
2020-08-22 09:24:30.678501,27.27,69674.00,53.00,3048.86
2020-08-22 09:24:40.721173,27.28,69675.00,53.00,3048.75
2020-08-22 09:24:50.763915,27.27,69675.00,53.00,3048.75
2020-08-22 09:25:00.806791,27.28,69676.00,53.00,3048.64
2020-08-22 09:25:10.849573,27.29,69678.00,53.00,3048.41
2020-08-22 09:25:20.892373,27.31,69678.00,53.00,3048.41
2020-08-22 09:25:30.935155,27.30,69676.00,53.00,3048.64
2020-08-22 09:25:40.993531,27.25,69671.00,53.00,3049.20
2020-08-22 09:25:51.036187,27.30,69678.00,53.00,3048.41
2020-08-22 09:26:01.079403,27.32,69679.00,53.00,3048.30
2020-08-22 09:26:11.122307,27.37,69685.00,53.00,3047.62
2020-08-22 09:26:21.180433,27.38,69685.00,53.00,3047.62
2020-08-22 09:26:31.223352,27.40,69689.00,53.00,3047.17
2020-08-22 09:26:41.266375,27.42,69690.00,53.00,3047.06
2020-08-22 09:26:51.309179,27.39,69690.00,52.00,3047.06
2020-08-22 09:27:01.367617,27.42,69692.00,52.00,3046.83
2020-08-22 09:27:11.410431,27.45,69693.00,53.00,3046.72
2020-08-22 09:27:21.453238,27.44,69693.00,53.00,3046.72
2020-08-22 09:27:31.511700,27.47,69695.00,52.00,3046.49
2020-08-22 09:27:41.538700,27.49,69699.00,52.00,3046.04
2020-08-22 09:27:51.581540,27.52,69700.00,52.00,3045.93
2020-08-22 09:28:01.608490,27.52,69703.00,52.00,3045.59
2020-08-22 09:28:11.666724,27.49,69698.00,52.00,3046.16
2020-08-22 09:28:21.709816,27.46,69694.00,53.00,3046.61
2020-08-22 09:28:31.768150,27.48,69697.00,53.00,3046.27
2020-08-22 09:28:41.795246,27.51,69699.00,52.00,3046.04
2020-08-22 09:28:51.853774,27.53,69701.00,52.00,3045.82
2020-08-22 09:29:01.897032,27.47,69695.00,52.00,3046.49
2020-08-22 09:29:11.939672,27.46,69695.00,53.00,3046.49
2020-08-22 09:29:21.982016,27.49,69697.00,52.00,3046.27
2020-08-22 09:29:32.009016,27.50,69698.00,52.00,3046.16
2020-08-22 09:29:42.051544,27.48,69696.00,53.00,3046.38
2020-08-22 09:29:52.094414,27.41,69688.00,53.00,3047.28
2020-08-22 09:30:02.121465,27.39,69686.00,52.00,3047.51
2020-08-22 09:30:12.148192,27.38,69686.00,53.00,3047.51
2020-08-22 09:30:22.190624,27.39,69689.00,53.00,3047.17
2020-08-22 09:30:32.233354,27.38,69685.00,53.00,3047.62
2020-08-22 09:30:42.260358,27.40,69689.00,53.00,3047.17
2020-08-22 09:30:52.302729,27.42,69690.00,53.00,3047.06
2020-08-22 09:31:02.329707,27.43,69691.00,53.00,3046.95
2020-08-22 09:31:12.372472,27.43,69692.00,53.00,3046.83
2020-08-22 09:31:22.399490,27.41,69690.00,53.00,3047.06
2020-08-22 09:31:32.441867,27.39,69688.00,53.00,3047.28
2020-08-22 09:31:42.468946,27.40,69686.00,53.00,3047.51
2020-08-22 09:31:52.511717,27.36,69685.00,53.00,3047.62
2020-08-22 09:32:02.554261,27.35,69683.00,53.00,3047.85
2020-08-22 09:32:12.580889,27.39,69688.00,53.00,3047.28
2020-08-22 09:32:22.623580,27.40,69687.00,53.00,3047.40
2020-08-22 09:32:32.666326,27.41,69690.00,53.00,3047.06
2020-08-22 09:32:42.708722,27.40,69687.00,53.00,3047.40
2020-08-22 09:32:52.735730,27.41,69688.00,53.00,3047.28
2020-08-22 09:33:02.762802,27.43,69690.00,53.00,3047.06
2020-08-22 09:33:12.805596,27.36,69684.00,53.00,3047.74
2020-08-22 09:33:22.848057,27.41,69689.00,53.00,3047.17
2020-08-22 09:33:32.875101,27.46,69694.00,53.00,3046.61
2020-08-22 09:33:42.917416,27.49,69698.00,53.00,3046.16
2020-08-22 09:33:52.960165,27.47,69695.00,53.00,3046.49
2020-08-22 09:34:02.987415,27.45,69694.00,53.00,3046.61
2020-08-22 09:34:13.045575,27.48,69696.00,53.00,3046.38
2020-08-22 09:34:23.088364,27.47,69696.00,53.00,3046.38
2020-08-22 09:34:33.131282,27.46,69693.00,53.00,3046.72
2020-08-22 09:34:43.158287,27.48,69696.00,53.00,3046.38
2020-08-22 09:34:53.201124,27.49,69698.00,53.00,3046.16
2020-08-22 09:35:03.243655,27.46,69695.00,53.00,3046.49
2020-08-22 09:35:13.286424,27.46,69695.00,53.00,3046.49
2020-08-22 09:35:23.313468,27.48,69697.00,53.00,3046.27
2020-08-22 09:35:33.355946,27.49,69698.00,53.00,3046.16
2020-08-22 09:35:43.398940,27.50,69698.00,53.00,3046.16
2020-08-22 09:35:53.441787,27.52,69701.00,52.00,3045.82
2020-08-22 09:36:03.500457,27.54,69706.00,52.00,3045.25
2020-08-22 09:36:13.543287,27.47,69695.00,52.00,3046.49
2020-08-22 09:36:23.585624,27.44,69693.00,52.00,3046.72
2020-08-22 09:36:33.628423,27.43,69692.00,53.00,3046.83
2020-08-22 09:36:43.671360,27.41,69690.00,53.00,3047.06
2020-08-22 09:36:53.714530,27.41,69690.00,53.00,3047.06
2020-08-22 09:37:03.772794,27.43,69692.00,53.00,3046.83
2020-08-22 09:37:13.815634,27.45,69691.00,53.00,3046.95
2020-08-22 09:37:23.858681,27.47,69695.00,53.00,3046.49
2020-08-22 09:37:33.901402,27.48,69698.00,52.00,3046.16
2020-08-22 09:37:43.928362,27.44,69692.00,53.00,3046.83
2020-08-22 09:37:53.986759,27.47,69694.00,53.00,3046.61
2020-08-22 09:38:04.029799,27.50,69700.00,52.00,3045.93
2020-08-22 09:38:14.072376,27.51,69701.00,53.00,3045.82
2020-08-22 09:38:24.115151,27.53,69701.00,52.00,3045.82
